url,title,price_ntd,brand,model,year,mileage_km,condition,location,scraped_at
https://www.ruten.com.tw/item/21908915229110/,各廠牌二手機車液晶儀表板玻璃，液面板，無保固無教學無退換貨，出貨前均測試無誤，700元起，運送風險買方自負，歡迎來電洽詢,700,dongcheng38,,,,使用不到一週,物品所在地： 台灣.高雄市,2026-05-28T16:16:03
https://www.ruten.com.tw/item/22539019996713/,85折下殺 新款機車 安全帽 新款 機車 騎行 機車雙鏡片四季可用,550,lambolila8,新款機車 安全帽 新款 機車 騎行 機車雙鏡片四季可用,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:16:24
https://www.ruten.com.tw/item/22543235345817/,【小澤優選】【YAMAHA 山葉 YP125&#65295;MAJESTY125 小馬】專用後貨架 尾箱支架｜機車後置架｜尾箱固定支架,1550,pailletfitzgerald,山葉 YP125&#65295;MAJESTY125 小馬】專用後貨架 尾箱支架｜機車後置架｜尾箱固定支架,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:16:48
https://www.ruten.com.tw/item/22532485153505/,85折下殺 山葉雅馬哈 3D立體貼標 Yamaha機車標裝飾LOGO貼紙 適用於 V3 TMAX XMAX NMAX,355,ygkj,山葉雅馬哈 3D立體貼標 Yamaha機車標裝飾LOGO貼紙 適用於 V3 TMAX XMAX NMAX,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:17:09
https://www.ruten.com.tw/item/22548598592571/,【口碑推薦】3C/DOT認證摩托車頭盔電動機車頭盔3/4Motorcycle Helmets/casco,1460,ugsb92,Helmets/casco,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:17:32
https://www.ruten.com.tw/item/22525867329168/,機車龍頭包 機車車頭包 車頭包 龍頭包 機車掛包 機車頭包 前置物包 工具包 附防水罩 機車置物包,478,vanesagamet709,機車車頭包 車頭包 龍頭包 機車掛包 機車頭包 前置物包 工具包 附防水罩 機車置物包,,,全新,台灣.台北市,2026-05-28T16:17:49
https://www.ruten.com.tw/item/22525869170636/,?加送32g-免運！? 安全帽藍芽耳機 行車記錄器藍芽耳機 機車 防水藍芽耳機 ID221 Moto BC 1,3810,vanesagamet709,安全帽藍芽耳機 行車記錄器藍芽耳機 機車 防水藍芽耳機 ID221 Moto BC 1,,,全新,台灣.台北市,2026-05-28T16:18:06
https://www.ruten.com.tw/item/22545373582882/,5980N 電動扳手 衝擊扳手 汽修扳手 拆機車 板手組 無刷扳手 電動工具 電鑽 電動起子 牧田 全配件,1126,gk88,電動扳手 衝擊扳手 汽修扳手 拆機車 板手組 無刷扳手 電動工具 電鑽 電動起子 牧田 全配件,,,全新,台灣.桃園市,2026-05-28T16:18:24
https://www.ruten.com.tw/item/22525867372526/,MR600-wifi 雙1080P 機車行車記錄器 雙鏡頭 機車,2497,vanesagamet709,雙1080P 機車行車記錄器 雙鏡頭 機車,,,全新,台灣.台北市,2026-05-28T16:18:40
https://www.ruten.com.tw/item/22548600173468/,【五星好評】四季款碳纖維摩托車騎行手套男女機車防摔防護手套食指觸屏防滑耐,930,ugsb92,,,,全新,台灣.台北市,2026-05-28T16:18:56
https://www.ruten.com.tw/item/22420581741691/,台灣現貨🔥防水 摩托車罩 sym jet 車罩 jet sl 158 sr 機車罩 jets 遮雨罩 防塵罩 保護罩,560,rodie2,摩托車罩 sym jet 車罩 jet sl 158 sr 機車罩 jets 遮雨罩 防塵罩 保護罩,,,全新,台灣.新北市,2026-05-28T16:19:12
https://www.ruten.com.tw/item/22622785678522/,山葉 VION50 噴射水冷車 2016年 輕型機車 【高雄宏良二手機車大賣場】二手50cc機車 山葉50,38000,aa077269155,VION50 噴射水冷車 2016年 輕型機車 【高雄宏良二手機車大賣場】二手50cc機車 山葉50,2016,,使用三年以上,台灣.高雄市,2026-05-28T16:19:31
https://www.ruten.com.tw/item/22622785644402/,光陽 V2-125 客貨兩用機車 碟煞版【高雄宏良二手機車大賣場 】非 金發財125 金牌125,20000,aa077269155,V2-125 客貨兩用機車 碟煞版【高雄宏良二手機車大賣場 】非 金發財125 金牌125,,,使用三年以上,台灣.高雄市,2026-05-28T16:19:47
https://www.ruten.com.tw/item/22622773300161/,光陽 超級金牌150 碟煞版 客貨兩用機車 【高雄宏良二手機車大賣場 】非 金發財150 4MAIC150,35800,aa077269155,超級金牌150 碟煞版 客貨兩用機車 【高雄宏良二手機車大賣場 】非 金發財150 4MAIC150,,,使用三年以上,台灣.高雄市,2026-05-28T16:20:04
https://www.ruten.com.tw/item/22622773251638/,光陽 GP125 原裝原漆 2023年 車極新【高雄宏良二手機車大賣場 】非 新迪爵125 JOG125,38800,aa077269155,GP125 原裝原漆 2023年 車極新【高雄宏良二手機車大賣場 】非 新迪爵125 JOG125,2023,,使用一到二年,台灣.高雄市,2026-05-28T16:20:20
https://www.ruten.com.tw/item/22621751547259/,光陽 GP125 黑紅 2023年 【高雄宏良二手機車大賣場 】非 新迪爵125 JOG125,35800,aa077269155,GP125 黑紅 2023年 【高雄宏良二手機車大賣場 】非 新迪爵125 JOG125,2023,,使用一到二年,台灣.高雄市,2026-05-28T16:20:36
https://www.ruten.com.tw/item/22621751480547/,YAMAHA 山葉勁戰125 CYGNUS勁戰4代 2016年【高雄宏良二手機車大賣場】】非 勁戰125,39800,aa077269155,山葉勁戰125 CYGNUS勁戰4代 2016年【高雄宏良二手機車大賣場】】非 勁戰125,2016,,使用三年以上,台灣.高雄市,2026-05-28T16:20:53
https://www.ruten.com.tw/item/22621731849803/,光陽 KTR150 噴射寬胎 2015年 輕檔車【 高雄宏良二手機車大賣場 】非 狼R150,38800,aa077269155,KTR150 噴射寬胎 2015年 輕檔車【 高雄宏良二手機車大賣場 】非 狼R150,2015,,使用三年以上,台灣.高雄市,2026-05-28T16:21:09
https://www.ruten.com.tw/item/22620714086918/,{高雄} 承鑫車業 光陽 KYMCO G6 150cc 二手機車 可分期 可車換車,36800,7652886,承鑫車業 光陽 KYMCO G6 150cc 二手機車 可分期 可車換車,,,使用三年以上,台灣.高雄市,2026-05-28T16:21:27
